rowid,question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
830,133802,71441,2020,North Carolina,11,ABC News/The Washington Post,378,The Washington Post,ABC News/The Washington Post,3,ABC News/The Washington Post,A+,646,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/17/20,11/3/20,,0,,,0,0,10/20/20 07:24,,https://www.washingtonpost.com/context/oct-12-17-2020-post-abc-poll-north-carolina/5bed58ac-8dc1-4018-857b-ab7aedeb3d2e/?tid=a_inl_manual&tidloc=8,general,6284,Tillis,13461,Thom Tillis,REP,47.0
831,133502,71295,2020,Arizona,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,1065,lv,lv,Online,U.S. Senate,2,Class III,10/13/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 11:04,,https://drive.google.com/file/d/1j9uJnxfT1x8spYhW2QmAq6OkSMd06wJG/view,general,6268,Kelly,13445,Mark Kelly,DEM,52.0
832,133502,71295,2020,Arizona,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,1065,lv,lv,Online,U.S. Senate,2,Class III,10/13/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 11:04,,https://drive.google.com/file/d/1j9uJnxfT1x8spYhW2QmAq6OkSMd06wJG/view,general,6268,McSally,13446,Martha McSally,REP,41.0
833,133614,71352,2020,Colorado,400,RBI Strategies & Research,,,RBI Strategies & Research,271,RBI Strategies & Research,B/C,502,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 21:08,,http://www.rbistrategies.com/wp-content/uploads/2020/10/Statewide-Polling-Memo-October-2020.pdf,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,53.0
834,133614,71352,2020,Colorado,400,RBI Strategies & Research,,,RBI Strategies & Research,271,RBI Strategies & Research,B/C,502,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 21:08,,http://www.rbistrategies.com/wp-content/uploads/2020/10/Statewide-Polling-Memo-October-2020.pdf,general,6269,Gardner,13475,Cory Gardner,REP,39.0
835,133614,71352,2020,Colorado,400,RBI Strategies & Research,,,RBI Strategies & Research,271,RBI Strategies & Research,B/C,502,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 21:08,,http://www.rbistrategies.com/wp-content/uploads/2020/10/Statewide-Polling-Memo-October-2020.pdf,general,6269,Evans,15629,Stephen Dale Evans,OTH,1.0
836,133614,71352,2020,Colorado,400,RBI Strategies & Research,,,RBI Strategies & Research,271,RBI Strategies & Research,B/C,502,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/16/20,11/3/20,,0,,,0,0,10/18/20 21:08,,http://www.rbistrategies.com/wp-content/uploads/2020/10/Statewide-Polling-Memo-October-2020.pdf,general,6269,Doane,15627,Raymon Anthony Doane,LIB,2.0
837,133369,71233,2020,South Carolina,1557,brilliant corners Research & Strategies,,,brilliant corners Research & Strategies,564,brilliant corners Research & Strategies,B/C,525,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/16/20,11/3/20,Jaime Harrison,1,DEM,,0,0,10/16/20 17:20,,https://jaimeharrison.com/wp-content/uploads/2020/10/10.16-Poll.pdf,general,6292,Harrison,13457,Jaime Harrison,DEM,47.0
838,133369,71233,2020,South Carolina,1557,brilliant corners Research & Strategies,,,brilliant corners Research & Strategies,564,brilliant corners Research & Strategies,B/C,525,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/16/20,11/3/20,Jaime Harrison,1,DEM,,0,0,10/16/20 17:20,,https://jaimeharrison.com/wp-content/uploads/2020/10/10.16-Poll.pdf,general,6292,Graham,13458,Lindsey Graham,REP,45.0
839,133369,71233,2020,South Carolina,1557,brilliant corners Research & Strategies,,,brilliant corners Research & Strategies,564,brilliant corners Research & Strategies,B/C,525,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/16/20,11/3/20,Jaime Harrison,1,DEM,,0,0,10/16/20 17:20,,https://jaimeharrison.com/wp-content/uploads/2020/10/10.16-Poll.pdf,general,6292,Bledsoe,14749,Bill Bledsoe,CON,3.0
840,133244,71169,2020,Texas,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,A-,712,v,v,IVR/Text,U.S. Senate,2,Class II,10/14/20,10/15/20,11/3/20,,0,,,0,0,10/16/20 09:20,,https://www.publicpolicypolling.com/wp-content/uploads/2020/10/TexasSenatePollOctober2020-1.pdf,general,6295,Hegar,13459,Mary Jennings Hegar,DEM,46.0
841,133244,71169,2020,Texas,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,A-,712,v,v,IVR/Text,U.S. Senate,2,Class II,10/14/20,10/15/20,11/3/20,,0,,,0,0,10/16/20 09:20,,https://www.publicpolicypolling.com/wp-content/uploads/2020/10/TexasSenatePollOctober2020-1.pdf,general,6295,Cornyn,13444,John Cornyn,REP,49.0
842,133262,71178,2020,Michigan,1508,Harris Insights & Analytics,960,Hill.TV,Harris Poll,133,Harris Insights & Analytics,B+,1289,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/16/20 15:46,,https://thehill.com/homenews/campaign/521415-biden-holds-9-point-lead-over-in-michigan-poll,general,6280,Peters,13453,Gary C. Peters,DEM,50.0
843,133262,71178,2020,Michigan,1508,Harris Insights & Analytics,960,Hill.TV,Harris Poll,133,Harris Insights & Analytics,B+,1289,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/16/20 15:46,,https://thehill.com/homenews/campaign/521415-biden-holds-9-point-lead-over-in-michigan-poll,general,6280,James,13454,John James,REP,43.0
844,133987,71443,2020,Kentucky,289,Mason-Dixon Polling & Strategy,,,Mason-Dixon Polling & Strategy,197,Mason-Dixon Polling & Strategy,A-,625,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/21/20 07:52,,https://projects.fivethirtyeight.com/polls/20201021_KY_MasonDixon.pdf,general,6276,McGrath,13470,Amy McGrath,DEM,42.0
845,133987,71443,2020,Kentucky,289,Mason-Dixon Polling & Strategy,,,Mason-Dixon Polling & Strategy,197,Mason-Dixon Polling & Strategy,A-,625,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/21/20 07:52,,https://projects.fivethirtyeight.com/polls/20201021_KY_MasonDixon.pdf,general,6276,McConnell,13471,Mitch McConnell,REP,51.0
846,133987,71443,2020,Kentucky,289,Mason-Dixon Polling & Strategy,,,Mason-Dixon Polling & Strategy,197,Mason-Dixon Polling & Strategy,A-,625,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/21/20 07:52,,https://projects.fivethirtyeight.com/polls/20201021_KY_MasonDixon.pdf,general,6276,Barron,14478,Brad Barron,LIB,4.0
847,133836,71455,2020,Minnesota,1365,Change Research,1478,MinnPost,Change Research,48,Change Research,B-,1021,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:18,,https://docs.google.com/spreadsheets/d/1nyeMirjcRslmU8Bz4sMcxebaGGLKAuBkvyNCWSfRIPw/edit#gid=237221557,general,6281,Smith,15691,Tina Smith,DEM,48.0
848,133836,71455,2020,Minnesota,1365,Change Research,1478,MinnPost,Change Research,48,Change Research,B-,1021,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:18,,https://docs.google.com/spreadsheets/d/1nyeMirjcRslmU8Bz4sMcxebaGGLKAuBkvyNCWSfRIPw/edit#gid=237221557,general,6281,Lewis,15692,Jason Lewis,REP,44.0
849,133836,71455,2020,Minnesota,1365,Change Research,1478,MinnPost,Change Research,48,Change Research,B-,1021,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:18,,https://docs.google.com/spreadsheets/d/1nyeMirjcRslmU8Bz4sMcxebaGGLKAuBkvyNCWSfRIPw/edit#gid=237221557,general,6281,O'Connor,15661,Kevin O'Connor,OTH,3.0
850,133836,71455,2020,Minnesota,1365,Change Research,1478,MinnPost,Change Research,48,Change Research,B-,1021,lv,lv,Online,U.S. Senate,2,Class II,10/12/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:18,,https://docs.google.com/spreadsheets/d/1nyeMirjcRslmU8Bz4sMcxebaGGLKAuBkvyNCWSfRIPw/edit#gid=237221557,general,6281,Steinberg,15658,Oliver Steinberg,OTH,1.0
851,134461,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,general,6271,Ossoff,14567,Jon Ossoff,DEM,44.0
852,134461,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,0,Class II,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,general,6271,Perdue,14568,David A. Perdue,REP,44.0
853,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,31.0
854,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,19.0
855,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Johnson,14479,A. Wayne Johnson,REP,2.0
856,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Johnson-Shealey,15635,Tamara Y. Johnson-Shealey,DEM,2.0
857,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,3.0
858,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Winfield,14493,Richard Dien Winfield,DEM,1.0
859,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Bartell,14480,Al Bartell,IND,2.0
860,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Collins,13669,Doug Collins,REP,18.0
861,134462,71759,2020,Georgia,1632,National Research Inc.,1326,American Action Forum,Opinion Insight,225,National Research Inc.,A/B,800,lv,lv,Live Phone,U.S. Senate,2,Class III,10/12/20,10/15/20,11/3/20,,0,REP,,0,0,10/23/20 15:14,,https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election-october-update/,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,1.0
862,133386,71238,2020,Michigan,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/11/20,10/15/20,11/3/20,,0,REP,,0,0,10/17/20 11:15,,https://www.thetrafalgargroup.org/news/mi-sen-1020/,general,6280,Peters,13453,Gary C. Peters,DEM,46.6
863,133386,71238,2020,Michigan,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,1018,lv,lv,IVR/Online/Text,U.S. Senate,2,Class II,10/11/20,10/15/20,11/3/20,,0,REP,,0,0,10/17/20 11:15,,https://www.thetrafalgargroup.org/news/mi-sen-1020/,general,6280,James,13454,John James,REP,48.0
864,133840,71449,2020,Colorado,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,800,lv,lv,Online/Text,U.S. Senate,0,Class II,10/9/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:40,,http://politicaliq.com/2020/10/20/colorado-senate-race-hickenlooper-d-51-gardner-r-42/,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,51.0
865,133840,71449,2020,Colorado,1554,RMG Research,1475,PoliticalIQ,RMG Research,555,RMG Research,B-,800,lv,lv,Online/Text,U.S. Senate,0,Class II,10/9/20,10/15/20,11/3/20,,0,,,0,0,10/20/20 13:40,,http://politicaliq.com/2020/10/20/colorado-senate-race-hickenlooper-d-51-gardner-r-42/,general,6269,Gardner,13475,Cory Gardner,REP,42.0
866,133225,71161,2020,North Carolina,1102,Emerson College,1446,NewsNation,Emerson College,88,Emerson College,A-,721,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/13/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 20:24,,https://emersonpolling.reportablenews.com/pr/north-carolina-2020-biden-and-trump-neck-and-neck-as-republicans-close-gap-in-u-s-senate-and-governor-races,general,6284,Cunningham,13468,Cal Cunningham,DEM,44.6
867,133225,71161,2020,North Carolina,1102,Emerson College,1446,NewsNation,Emerson College,88,Emerson College,A-,721,lv,lv,IVR/Online/Text,U.S. Senate,0,Class II,10/13/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 20:24,,https://emersonpolling.reportablenews.com/pr/north-carolina-2020-biden-and-trump-neck-and-neck-as-republicans-close-gap-in-u-s-senate-and-governor-races,general,6284,Tillis,13461,Thom Tillis,REP,43.5
868,133034,71068,2020,Virginia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1231,lv,lv,Online,U.S. Senate,2,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:36,,https://civiqs.com/documents/Civiqs_DailyKos_VA_banner_book_2020_10_48z9k2.pdf,general,6296,Warner,14760,Mark R. Warner,DEM,54.0
869,133034,71068,2020,Virginia,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1231,lv,lv,Online,U.S. Senate,2,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:36,,https://civiqs.com/documents/Civiqs_DailyKos_VA_banner_book_2020_10_48z9k2.pdf,general,6296,Gade,15688,Daniel M. Gade,REP,43.0
870,133035,71069,2020,Colorado,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1013,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:37,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,53.0
871,133035,71069,2020,Colorado,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1013,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:37,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,general,6269,Gardner,13475,Cory Gardner,REP,42.0
872,133035,71069,2020,Colorado,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1013,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:37,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,general,6269,Doane,15627,Raymon Anthony Doane,LIB,2.0
873,133035,71069,2020,Colorado,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1013,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:37,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,general,6269,Doyle,16051,Daniel Doyle,OTH,0.0
874,133035,71069,2020,Colorado,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1013,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:37,,https://civiqs.com/documents/Civiqs_DailyKos_CO_banner_book_2020_10_mk0d15.pdf,general,6269,Evans,15629,Stephen Dale Evans,OTH,0.0
875,133036,71070,2020,North Carolina,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1211,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:38,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_10_g32na7.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,51.0
876,133036,71070,2020,North Carolina,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1211,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:38,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_10_g32na7.pdf,general,6284,Tillis,13461,Thom Tillis,REP,45.0
877,133036,71070,2020,North Carolina,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1211,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:38,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_10_g32na7.pdf,general,6284,Bray,14557,Shannon Wilson Bray,LIB,2.0
878,133036,71070,2020,North Carolina,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,1211,lv,lv,Online,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 08:38,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_10_g32na7.pdf,general,6284,Hayes,14558,Kevin Eugene Hayes,CON,1.0
879,133379,71235,2020,Alabama,148,FM3 Research,,,FM3 Research,91,FM3 Research,C/D,801,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Doug Jones,1,DEM,,0,0,10/16/20 20:46,,https://dougjones.com/sites/default/files/media_uploads/220-6003C%20Alabama%20Senate%20Survey%20Memo-F.pdf,general,6266,Jones,13612,Doug Jones,DEM,48.0
880,133379,71235,2020,Alabama,148,FM3 Research,,,FM3 Research,91,FM3 Research,C/D,801,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Doug Jones,1,DEM,,0,0,10/16/20 20:46,,https://dougjones.com/sites/default/files/media_uploads/220-6003C%20Alabama%20Senate%20Survey%20Memo-F.pdf,general,6266,Tuberville,13614,Tommy Tuberville,REP,47.0
881,133775,71434,2020,Alabama,324,Moore Information,,,Moore Information,217,Moore Information,B/C,504,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Tommy Tuberville,1,REP,,0,0,10/19/20 18:41,,https://www.al.com/news/2020/10/tuberville-campaign-tells-potential-donors-hes-fallen-behind-jones.html,general,6266,Jones,13612,Doug Jones,DEM,40.0
882,133775,71434,2020,Alabama,324,Moore Information,,,Moore Information,217,Moore Information,B/C,504,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Tommy Tuberville,1,REP,,0,0,10/19/20 18:41,,https://www.al.com/news/2020/10/tuberville-campaign-tells-potential-donors-hes-fallen-behind-jones.html,general,6266,Tuberville,13614,Tommy Tuberville,REP,55.0
883,134062,71566,2020,Georgia,172,Garin-Hart-Yang Research Group,,,Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B-,600,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Jon Ossoff,1,DEM,,0,0,10/21/20 16:58,,https://electjon.com/wp-content/uploads/2020/10/Pathway-to-Victory-memo-8.pdf,general,6271,Ossoff,14567,Jon Ossoff,DEM,50.0
884,134062,71566,2020,Georgia,172,Garin-Hart-Yang Research Group,,,Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B-,600,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Jon Ossoff,1,DEM,,0,0,10/21/20 16:58,,https://electjon.com/wp-content/uploads/2020/10/Pathway-to-Victory-memo-8.pdf,general,6271,Perdue,14568,David A. Perdue,REP,45.0
885,134173,71566,2020,Georgia,172,Garin-Hart-Yang Research Group,,,Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B-,600,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Jon Ossoff,1,DEM,,0,0,10/21/20 17:28,,https://www.thedailybeast.com/david-perdues-race-was-under-the-radar-then-he-opened-his-mouth?ref=scroll,general,6271,Ossoff,14567,Jon Ossoff,DEM,48.0
886,134173,71566,2020,Georgia,172,Garin-Hart-Yang Research Group,,,Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B-,600,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Jon Ossoff,1,DEM,,0,0,10/21/20 17:28,,https://www.thedailybeast.com/david-perdues-race-was-under-the-radar-then-he-opened-his-mouth?ref=scroll,general,6271,Perdue,14568,David A. Perdue,REP,43.0
887,134173,71566,2020,Georgia,172,Garin-Hart-Yang Research Group,,,Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B-,600,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/14/20,11/3/20,Jon Ossoff,1,DEM,,0,0,10/21/20 17:28,,https://www.thedailybeast.com/david-perdues-race-was-under-the-radar-then-he-opened-his-mouth?ref=scroll,general,6271,Hazel,14572,Shane Hazel,LIB,6.0
888,133087,71096,2020,South Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,605,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 13:14,,https://int.nyt.com/data/documenttools/sc100920-crosstabs/7b3ac01b2be42e57/full.pdf,general,6292,Harrison,13457,Jaime Harrison,DEM,40.0
889,133087,71096,2020,South Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,605,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 13:14,,https://int.nyt.com/data/documenttools/sc100920-crosstabs/7b3ac01b2be42e57/full.pdf,general,6292,Graham,13458,Lindsey Graham,REP,46.0
890,133087,71096,2020,South Carolina,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,605,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/15/20 13:14,,https://int.nyt.com/data/documenttools/sc100920-crosstabs/7b3ac01b2be42e57/full.pdf,general,6292,Bledsoe,14749,Bill Bledsoe,CON,4.0
891,133252,71173,2020,Alaska,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/16/20 13:08,,https://int.nyt.com/data/documenttools/ak100920-crosstabs1/722c27f1f660cf21/full.pdf,general,6265,Gross,14697,Al Gross,DEM,37.0
892,133252,71173,2020,Alaska,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/16/20 13:08,,https://int.nyt.com/data/documenttools/ak100920-crosstabs1/722c27f1f660cf21/full.pdf,general,6265,Sullivan,13462,Dan Sullivan,REP,45.0
893,133252,71173,2020,Alaska,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,423,lv,lv,Live Phone,U.S. Senate,0,Class II,10/9/20,10/14/20,11/3/20,,0,,,0,0,10/16/20 13:08,,https://int.nyt.com/data/documenttools/ak100920-crosstabs1/722c27f1f660cf21/full.pdf,general,6265,Howe,16040,John Wayne Howe,AKI,10.0
894,132885,71007,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,667,lv,lv,Online,U.S. Senate,2,Class III,10/7/20,10/14/20,11/3/20,,0,,,0,0,10/14/20 17:31,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w3_10_14_2020_1.pdf,general,6268,Kelly,13445,Mark Kelly,DEM,52.0
895,132885,71007,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,667,lv,lv,Online,U.S. Senate,2,Class III,10/7/20,10/14/20,11/3/20,,0,,,0,0,10/14/20 17:31,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w3_10_14_2020_1.pdf,general,6268,McSally,13446,Martha McSally,REP,41.0
896,133784,71160,2020,Arkansas,211,Hendrix College,1002,Talk Business & Politics,Hendrix College,138,Hendrix College,B/C,647,lv,lv,Live Phone,U.S. Senate,0,Class II,10/11/20,10/13/20,11/3/20,,0,,,0,0,10/19/20 20:48,,https://talkbusiness.net/2020/10/trump-cotton-on-cruise-control-for-re-election/,general,6267,Cotton,15607,Tom Cotton,REP,62.5
