poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes
poll-2024-ND-2-109,study-2024-ND-Quinnipiac-2024-07-19,1,Quinnipiac,none,synthetic://fixtures/polls,bcba30b24c03956a071f82330c721869e33d6bf4825413af3aca55aee3e45466,2024-07-16,2024-07-19,2024-07-20,,2026-09-13T15:08:13.938681+00:00,2024-07-20,,2024-07-20,2024-07-19,senate-2024,US_SENATE,ND,senate-2024-ND,LV,900,IVR/Online,35.4,64.6,3.98,1.79,-29.194,False,include,,fixtures-v1,2026-09-13T15:08:13.938681+00:00,
poll-2024-ND-3-28,study-2024-ND-Data for Progress-2024-10-08,1,Data for Progress,none,synthetic://fixtures/polls,98e8b7162ed15296661b5ced09e66c356fdce60116a8607e68e1aa064f867202,2024-10-06,2024-10-08,2024-10-08,,2026-09-13T15:08:13.938681+00:00,2024-10-08,,2024-10-08,2024-10-08,senate-2024,US_SENATE,ND,senate-2024-ND,LV,500,Online,33.13,66.87,2.85,0.7,-33.732,False,include,,fixtures-v1,2026-09-13T15:08:13.938681+00:00,
poll-2024-ND-4-82,study-2024-ND-RMG Research-2024-08-15,1,RMG Research,none,synthetic://fixtures/polls,940caaef7960aa4185fab26e8ccaf9d3c051fd3c7e00636b08a7bf283db170e5,2024-08-13,2024-08-15,2024-08-15,,2026-09-13T15:08:13.938681+00:00,2024-08-15,,2024-08-15,2024-08-15,senate-2024,US_SENATE,ND,senate-2024-ND,LV,600,IVR/Online,35.57,64.43,2.51,1.08,-28.853,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-5-147,study-2024-ND-Emerson-2024-06-11,1,Emerson,none,synthetic://fixtures/polls,c15fe68f5cbeaca01cfdb649d80e60a93247fb5437cade89d6247b79bd3ea985,2024-06-08,2024-06-11,2024-06-12,,2026-09-13T15:08:13.939683+00:00,2024-06-12,,2024-06-12,2024-06-11,senate-2024,US_SENATE,ND,senate-2024-ND,RV,600,Online,37.88,62.12,6.13,1.36,-24.241,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-6-81,study-2024-ND-Trafalgar-2024-08-16,1,Trafalgar,none,synthetic://fixtures/polls,6078f653a79234e1f1dc51e2e6bcf88f8012d256f4915e220dd4f9d477faf5ae,2024-08-13,2024-08-16,2024-08-16,,2026-09-13T15:08:13.939683+00:00,2024-08-16,,2024-08-16,2024-08-16,senate-2024,US_SENATE,ND,senate-2024-ND,LV,1200,Online,34.8,65.2,7.03,0.94,-30.409,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-7-21,study-2024-ND-YouGov-2024-10-15,1,YouGov,none,synthetic://fixtures/polls,9c1f781251b93b9584769ddb5269d9bf346ef64f45140a47ba0eac25250f346b,2024-10-12,2024-10-15,2024-10-15,,2026-09-13T15:08:13.939683+00:00,2024-10-15,,2024-10-15,2024-10-15,senate-2024,US_SENATE,ND,senate-2024-ND,LV,1200,IVR/Online,31.49,68.51,2.81,0.79,-37.016,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-8-82,study-2024-ND-Data for Progress-2024-08-15,1,Data for Progress,none,synthetic://fixtures/polls,8903473e07c44a401dff743a395e1cc51b3fd2848f9ff1a61324fbf599b2b712,2024-08-12,2024-08-15,2024-08-16,,2026-09-13T15:08:13.939683+00:00,2024-08-16,,2024-08-16,2024-08-15,senate-2024,US_SENATE,ND,senate-2024-ND,LV,1200,Online,39.86,60.14,4.68,0.76,-20.288,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-9-79,study-2024-ND-SurveyUSA-2024-08-18,1,SurveyUSA,none,synthetic://fixtures/polls,1396b4bc9eae6f52fe15c3f16af6be5036c2c2ac51239949233c9ade6f2e07e2,2024-08-16,2024-08-18,2024-08-19,,2026-09-13T15:08:13.939683+00:00,2024-08-19,,2024-08-19,2024-08-18,senate-2024,US_SENATE,ND,senate-2024-ND,LV,500,IVR/Online,34.94,65.06,1.8,0.61,-30.111,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-ND-10-96,study-2024-ND-YouGov-2024-08-01,1,YouGov,none,synthetic://fixtures/polls,bc495f6b38b84bdd615bd6332b6758e978d6dd5ba23ee80d34b012cde69f5c15,2024-07-29,2024-08-01,2024-08-01,,2026-09-13T15:08:13.939683+00:00,2024-08-01,,2024-08-01,2024-08-01,senate-2024,US_SENATE,ND,senate-2024-ND,LV,900,IVR/Online,33.48,66.52,4.75,0.82,-33.039,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-0-107,study-2024-NJ-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,56fbbe78b450409356483d857b9b783a822ac230b7f92bad4129058a7a025d91,2024-09-16,2024-09-19,2024-09-20,,2026-09-13T15:08:13.939683+00:00,2024-09-20,,2024-09-20,2024-09-19,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,750,IVR/Online,58.51,41.49,3.61,0.32,17.013,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-1-136,study-2024-NJ-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,5f416c736b0b55de601bb4886480f5f3dd1f2285c918933be7e005ae7a79cafb,2024-09-15,2024-09-18,2024-09-19,,2026-09-13T15:08:13.939683+00:00,2024-09-19,,2024-09-19,2024-09-18,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,1200,Online,61.14,38.86,4.04,0.6,22.288,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-2-6,study-2024-NJ-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,442e0fe66eb59d8b43c4f8e27d67d754279b83ff41cefde23325d43195b95536,2024-09-14,2024-09-17,2024-09-18,,2026-09-13T15:08:13.939683+00:00,2024-09-18,,2024-09-18,2024-09-17,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,600,Online,52.72,47.28,4.44,0.44,5.431,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-3-50,study-2024-NJ-Quinnipiac-tracker,1,Quinnipiac,none,synthetic://fixtures/polls,b71080a005543f3aff285006df29e721dee3e01372f7de60b072b78e2c3ddb36,2024-09-13,2024-09-16,2024-09-17,,2026-09-13T15:08:13.939683+00:00,2024-09-17,,2024-09-17,2024-09-16,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,400,Live Phone,55.02,44.98,2.24,0.4,10.048,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-4-11,study-2024-NJ-Siena-2024-10-25,1,Siena,none,synthetic://fixtures/polls,784e0bb1c179aba2d4ea6bb2644b61d35c8efeabbb407e24c36c531aa8e9719b,2024-10-21,2024-10-25,2024-10-25,,2026-09-13T15:08:13.939683+00:00,2024-10-25,,2024-10-25,2024-10-25,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,500,IVR/Online,60.84,39.16,3.05,0.75,21.677,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-5-139,study-2024-NJ-Emerson-2024-06-19,1,Emerson,none,synthetic://fixtures/polls,4faf304f3915d3ea91dafcb8950ed928e946247bf5f77d6ad1577561bc269032,2024-06-15,2024-06-19,2024-06-19,,2026-09-13T15:08:13.939683+00:00,2024-06-19,,2024-06-19,2024-06-19,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,500,IVR/Online,54.37,45.63,3.18,1.19,8.743,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-6-100,study-2024-NJ-Marist-2024-07-28,1,Marist,none,synthetic://fixtures/polls,f4e35112657b2fb37f13c3f102a2ddd0b9f9f64776e37f5573134ec329db6210,2024-07-26,2024-07-28,2024-07-29,,2026-09-13T15:08:13.939683+00:00,2024-07-29,,2024-07-29,2024-07-28,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,600,Online,57.76,42.24,2.85,0.46,15.524,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-7-16,study-2024-NJ-Marist-2024-10-20,1,Marist,none,synthetic://fixtures/polls,ad69074ed8a39d1ac3273fae33e2e558a2362cee8a7b3399eea1a54a7b12bd29,2024-10-18,2024-10-20,2024-10-21,,2026-09-13T15:08:13.939683+00:00,2024-10-21,,2024-10-21,2024-10-20,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,400,Live Phone,61.03,38.97,2.98,0.31,22.058,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-8-147,study-2024-NJ-Data for Progress-2024-06-11,1,Data for Progress,none,synthetic://fixtures/polls,7a1d897b99acc117eaa675300ff2f9b3d2f8f86feff4e4408762ed5c076827c3,2024-06-08,2024-06-11,2024-06-12,,2026-09-13T15:08:13.939683+00:00,2024-06-12,,2024-06-12,2024-06-11,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,600,Online,55.19,44.81,1.99,0.53,10.38,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-9-130,study-2024-NJ-PPP-2024-06-28,1,PPP,none,synthetic://fixtures/polls,6f10db96dcfc66e9cef1e6b1d2e9688a536548c1f6f9f442db9c0c2c8de8fb3d,2024-06-26,2024-06-28,2024-06-29,,2026-09-13T15:08:13.939683+00:00,2024-06-29,,2024-06-29,2024-06-28,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,400,Live Phone,58.89,41.11,3.66,0.61,17.785,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-10-27,study-2024-NJ-Siena-2024-10-09,1,Siena,none,synthetic://fixtures/polls,c7a3effe9cc966de12e2c9830a24844fa9f97e122b7839c7d40dacb68ca85c80,2024-10-05,2024-10-09,2024-10-10,,2026-09-13T15:08:13.939683+00:00,2024-10-10,,2024-10-10,2024-10-09,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,750,IVR/Online,55.26,44.74,3.45,0.6,10.517,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-11-102,study-2024-NJ-RMG Research-2024-07-26,1,RMG Research,none,synthetic://fixtures/polls,fca5f9e55e297ca3b357e9bc1a47694b13a02ad28b23b8881c8fb3f4a59db259,2024-07-24,2024-07-26,2024-07-26,,2026-09-13T15:08:13.939683+00:00,2024-07-26,,2024-07-26,2024-07-26,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,900,IVR/Online,51.34,48.66,2.1,1.12,2.68,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-12-100,study-2024-NJ-YouGov-2024-07-28,1,YouGov,none,synthetic://fixtures/polls,c6fb9ad2c1ed7dcd66a1b1d807bcc23013b7cc1140b41ad0591ab29ca11993d0,2024-07-24,2024-07-28,2024-07-29,,2026-09-13T15:08:13.939683+00:00,2024-07-29,,2024-07-29,2024-07-28,senate-2024,US_SENATE,NJ,senate-2024-NJ,RV,900,IVR/Online,56.29,43.71,4.78,1.47,12.581,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-13-128,study-2024-NJ-Quinnipiac-2024-06-30,1,Quinnipiac,none,synthetic://fixtures/polls,a06856fcf88d0ff64173d2b36b14a1fa99003029dbf6ea691525851d60c79068,2024-06-26,2024-06-30,2024-06-30,,2026-09-13T15:08:13.939683+00:00,2024-06-30,,2024-06-30,2024-06-30,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,500,Online,55.79,44.21,2.42,0.79,11.573,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-14-97,study-2024-NJ-PPP-2024-07-31,1,PPP,none,synthetic://fixtures/polls,5a94c11b7e1865aa1c88e5490ec2014bd7910535528d1167e1b5e2d4b94cc3f1,2024-07-27,2024-07-31,2024-08-01,,2026-09-13T15:08:13.939683+00:00,2024-08-01,,2024-08-01,2024-07-31,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,750,Online,55.48,44.52,4.8,1.1,10.966,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NJ-15-140,study-2024-NJ-SurveyUSA-2024-06-18,1,SurveyUSA,none,synthetic://fixtures/polls,dcd3763013542e629ca1064dbdfa98c21e245c28266e673d334ff2fe75de6eb1,2024-06-15,2024-06-18,2024-06-18,,2026-09-13T15:08:13.939683+00:00,2024-06-18,,2024-06-18,2024-06-18,senate-2024,US_SENATE,NJ,senate-2024-NJ,LV,750,Online,53.54,46.46,3.34,0.2,7.076,False,include,,fixtures-v1,2026-09-13T15:08:13.939683+00:00,
poll-2024-NV-0-143,study-2024-NV-Emerson-tracker,1,Emerson,none,synthetic://fixtures/polls,9a90ac24a115aa4872c8eeabd6e6f95519e298c1ebc38a16c1fa624544ac5838,2024-09-28,2024-10-01,2024-10-02,,2026-09-13T15:08:13.940680+00:00,2024-10-02,,2024-10-02,2024-10-01,senate-2024,US_SENATE,NV,senate-2024-NV,LV,750,Live Phone,50.86,49.14,2.99,1.02,1.716,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-1-133,study-2024-NV-Emerson-tracker,1,Emerson,none,synthetic://fixtures/polls,65d797b65773a8ae3201b3851d271366e7db39b1e30313c0cd145f6621a2c7fa,2024-09-27,2024-09-30,2024-10-01,,2026-09-13T15:08:13.940680+00:00,2024-10-01,,2024-10-01,2024-09-30,senate-2024,US_SENATE,NV,senate-2024-NV,RV,1200,Online,52.68,47.32,2.44,1.3,5.36,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-2-141,study-2024-NV-Quinnipiac-2024-06-17,1,Quinnipiac,none,synthetic://fixtures/polls,8fac45563a88ba23537783f0b1f68b18ea07e947aec8acc56928fc458be043a7,2024-06-15,2024-06-17,2024-06-17,,2026-09-13T15:08:13.940680+00:00,2024-06-17,,2024-06-17,2024-06-17,senate-2024,US_SENATE,NV,senate-2024-NV,RV,500,Online,50.24,49.76,3.34,0.95,0.481,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-3-61,study-2024-NV-Emerson-tracker,1,Emerson,none,synthetic://fixtures/polls,3f49a3a7de1a438fce970069da50371d12c9f4b22b90a1f8a384396ef572f5a1,2024-09-25,2024-09-28,2024-09-29,,2026-09-13T15:08:13.940680+00:00,2024-09-29,,2024-09-29,2024-09-28,senate-2024,US_SENATE,NV,senate-2024-NV,LV,900,Live Phone,48.4,51.6,4.43,1.26,-3.197,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-4-11,study-2024-NV-Data for Progress-2024-10-25,1,Data for Progress,none,synthetic://fixtures/polls,9f636fe283783ac7cf8f5d58da4380e7cd845f4f7465a64c01a79e32d1e3e8a8,2024-10-22,2024-10-25,2024-10-26,,2026-09-13T15:08:13.940680+00:00,2024-10-26,,2024-10-26,2024-10-25,senate-2024,US_SENATE,NV,senate-2024-NV,RV,500,IVR/Online,44.22,55.78,4.72,1.14,-11.562,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-5-96,study-2024-NV-RMG Research-2024-08-01,1,RMG Research,none,synthetic://fixtures/polls,c574ecfc670498f14ff9f946e4ffd8da019284caaf1a128af8036c95e522d211,2024-07-28,2024-08-01,2024-08-01,,2026-09-13T15:08:13.940680+00:00,2024-08-01,,2024-08-01,2024-08-01,senate-2024,US_SENATE,NV,senate-2024-NV,LV,500,IVR/Online,48.16,51.84,4.42,0.72,-3.674,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-6-148,study-2024-NV-Emerson-2024-06-10,1,Emerson,none,synthetic://fixtures/polls,7b01acbbf5660af1f321597865d0a167322ad026e68a6304c312d45cda5c4f27,2024-06-08,2024-06-10,2024-06-11,,2026-09-13T15:08:13.940680+00:00,2024-06-11,,2024-06-11,2024-06-10,senate-2024,US_SENATE,NV,senate-2024-NV,LV,600,IVR/Online,52.79,47.21,5.26,0.73,5.572,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-7-117,study-2024-NV-Siena-2024-07-11,1,Siena,none,synthetic://fixtures/polls,be66b5d0b8cb23937ac7c94699207f8c65bc83128bc0ff8cedb2bd41e3e7fcf5,2024-07-07,2024-07-11,2024-07-12,,2026-09-13T15:08:13.940680+00:00,2024-07-12,,2024-07-12,2024-07-11,senate-2024,US_SENATE,NV,senate-2024-NV,LV,500,Live Phone,47.98,52.02,5.7,2.23,-4.045,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-8-134,study-2024-NV-PPP-2024-06-24,1,PPP,none,synthetic://fixtures/polls,04b47911019430ba94bed57d20f887ac3690f44690f323dc8358598f1e196236,2024-06-20,2024-06-24,2024-06-24,,2026-09-13T15:08:13.940680+00:00,2024-06-24,,2024-06-24,2024-06-24,senate-2024,US_SENATE,NV,senate-2024-NV,RV,400,IVR/Online,56.71,43.29,6.38,0.72,13.413,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-9-34,study-2024-NV-Quinnipiac-2024-10-02,1,Quinnipiac,none,synthetic://fixtures/polls,137c6f945364c22def4a210e753ea56f7f859a13a975f3b966ecde9a8413e5c5,2024-09-28,2024-10-02,2024-10-03,,2026-09-13T15:08:13.940680+00:00,2024-10-03,,2024-10-03,2024-10-02,senate-2024,US_SENATE,NV,senate-2024-NV,LV,600,Live Phone,51.32,48.68,3.06,0.69,2.631,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-10-5,study-2024-NV-Data for Progress-2024-10-31,1,Data for Progress,none,synthetic://fixtures/polls,073333c0d10adeb6f1ece7aeacaae1022b932e053859ac53702ef5d14a1cf6ef,2024-10-27,2024-10-31,2024-10-31,,2026-09-13T15:08:13.940680+00:00,2024-10-31,,2024-10-31,2024-10-31,senate-2024,US_SENATE,NV,senate-2024-NV,LV,750,IVR/Online,46.37,53.63,4.17,1.47,-7.27,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-11-18,study-2024-NV-RMG Research-2024-10-18,1,RMG Research,none,synthetic://fixtures/polls,62c586dd8b6202f8891f154d59ea0f0a03d1bb0c69d584b32c4a015cab8bfdb0,2024-10-15,2024-10-18,2024-10-18,,2026-09-13T15:08:13.940680+00:00,2024-10-18,,2024-10-18,2024-10-18,senate-2024,US_SENATE,NV,senate-2024-NV,LV,600,Live Phone,48.79,51.21,5.8,1.41,-2.422,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-12-74,study-2024-NV-Data for Progress-2024-08-23,1,Data for Progress,none,synthetic://fixtures/polls,1ff73d42e37dd3f3dbe2020af501a48583e97ba0a0ba6c2d4884805738e339f3,2024-08-19,2024-08-23,2024-08-24,,2026-09-13T15:08:13.940680+00:00,2024-08-24,,2024-08-24,2024-08-23,senate-2024,US_SENATE,NV,senate-2024-NV,LV,400,Online,57.48,42.52,4.16,2.08,14.951,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-13-78,study-2024-NV-PPP-2024-08-19,1,PPP,none,synthetic://fixtures/polls,90196d0cd306a157eb3e930b87c5cac16ffdecf810569c25cf2ca6831c910f7c,2024-08-17,2024-08-19,2024-08-20,,2026-09-13T15:08:13.940680+00:00,2024-08-20,,2024-08-20,2024-08-19,senate-2024,US_SENATE,NV,senate-2024-NV,LV,1200,IVR/Online,51.02,48.98,3.82,1.48,2.043,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-14-59,study-2024-NV-PPP-2024-09-07,1,PPP,none,synthetic://fixtures/polls,01c141ace51eb90c56e966e70f4fc4e3b410f248cdc825a318ef6e684d9aecd0,2024-09-04,2024-09-07,2024-09-07,,2026-09-13T15:08:13.940680+00:00,2024-09-07,,2024-09-07,2024-09-07,senate-2024,US_SENATE,NV,senate-2024-NV,LV,600,IVR/Online,57.52,42.48,1.73,1.59,15.04,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NV-15-66,study-2024-NV-Data for Progress-2024-08-31,1,Data for Progress,none,synthetic://fixtures/polls,1874cbcbb0de012267457fbb2ff0ce3c2c32065f4f775c6b71e0e43915609611,2024-08-28,2024-08-31,2024-09-01,,2026-09-13T15:08:13.940680+00:00,2024-09-01,,2024-09-01,2024-08-31,senate-2024,US_SENATE,NV,senate-2024-NV,RV,1200,Online,48.9,51.1,4.13,1.59,-2.197,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-0-82,study-2024-NY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,297f4fa5bd660252e5e6d61de7e7433a0943c6dd058ef0f32ed3094d691ff81a,2024-09-12,2024-09-15,2024-09-16,,2026-09-13T15:08:13.940680+00:00,2024-09-16,,2024-09-16,2024-09-15,senate-2024,US_SENATE,NY,senate-2024-NY,RV,900,IVR/Online,61.8,38.2,2.66,1.25,23.595,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-1-135,study-2024-NY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,797f1c8843b2a943dc22e1958bef1143f65cc78459a45dc442135825a235bdb2,2024-09-11,2024-09-14,2024-09-15,,2026-09-13T15:08:13.940680+00:00,2024-09-15,,2024-09-15,2024-09-14,senate-2024,US_SENATE,NY,senate-2024-NY,LV,500,Online,64.53,35.47,3.29,0.85,29.066,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-2-14,study-2024-NY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,0b5299bb1570c6652d5dcc83f2eb8916dbb2cbf4b5d53ba6ef0309481f51f2ba,2024-09-10,2024-09-13,2024-09-14,,2026-09-13T15:08:13.940680+00:00,2024-09-14,,2024-09-14,2024-09-13,senate-2024,US_SENATE,NY,senate-2024-NY,RV,400,Live Phone,64.93,35.07,2.65,0.95,29.856,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-3-10,study-2024-NY-RMG Research-tracker,1,RMG Research,none,synthetic://fixtures/polls,0e64ae1629341ba1fd1d0d0a7a78c557c28425d5cea749e8368637f6df7bbe5f,2024-09-09,2024-09-12,2024-09-13,,2026-09-13T15:08:13.940680+00:00,2024-09-13,,2024-09-13,2024-09-12,senate-2024,US_SENATE,NY,senate-2024-NY,RV,1200,Online,59.57,40.43,3.13,1.16,19.134,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-4-106,study-2024-NY-Data for Progress-2024-07-22,1,Data for Progress,none,synthetic://fixtures/polls,c7ddeee166f892810df5c0c43016a6a5eae375d02a4a0db15ae48983dcca4f5b,2024-07-19,2024-07-22,2024-07-23,,2026-09-13T15:08:13.940680+00:00,2024-07-23,,2024-07-23,2024-07-22,senate-2024,US_SENATE,NY,senate-2024-NY,RV,500,Online,58.23,41.77,5.06,1.39,16.47,False,include,,fixtures-v1,2026-09-13T15:08:13.940680+00:00,
poll-2024-NY-5-57,study-2024-NY-RMG Research-2024-09-09,1,RMG Research,none,synthetic://fixtures/polls,ee2616606582a445ed25df06173aca1721e5667fbb2ea28bf1de9c2f6c2de585,2024-09-06,2024-09-09,2024-09-09,,2026-09-13T15:08:13.940680+00:00,2024-09-09,,2024-09-09,2024-09-09,senate-2024,US_SENATE,NY,senate-2024-NY,RV,750,IVR/Online,64.69,35.31,4.74,0.17,29.379,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-NY-6-126,study-2024-NY-Emerson-2024-07-02,1,Emerson,none,synthetic://fixtures/polls,bec42a0480ec3632b098c00960499f51247145bbbef2a3a8d91f88e42e9eacd8,2024-06-29,2024-07-02,2024-07-02,,2026-09-13T15:08:13.941681+00:00,2024-07-02,,2024-07-02,2024-07-02,senate-2024,US_SENATE,NY,senate-2024-NY,LV,600,Live Phone,60.89,39.11,3.07,0.73,21.777,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-NY-7-18,study-2024-NY-Trafalgar-2024-10-18,1,Trafalgar,none,synthetic://fixtures/polls,22a16a60c1eaef61defe9684b17b36b94259cec79de4a74f48e4e20777268fa7,2024-10-15,2024-10-18,2024-10-18,,2026-09-13T15:08:13.941681+00:00,2024-10-18,,2024-10-18,2024-10-18,senate-2024,US_SENATE,NY,senate-2024-NY,LV,750,Online,64.5,35.5,6.97,0.87,28.997,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-NY-8-117,study-2024-NY-Emerson-2024-07-11,1,Emerson,none,synthetic://fixtures/polls,00e1f2bbc35069cd68446cd2ed57f562359d352a6082a3728e17728521995d91,2024-07-08,2024-07-11,2024-07-12,,2026-09-13T15:08:13.941681+00:00,2024-07-12,,2024-07-12,2024-07-11,senate-2024,US_SENATE,NY,senate-2024-NY,RV,900,Live Phone,61.03,38.97,3.26,1.58,22.061,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-NY-9-139,study-2024-NY-Quinnipiac-2024-06-19,1,Quinnipiac,none,synthetic://fixtures/polls,af59522cb1c107f2ddd8fc8ddc2f376caa663b94f9027ef94cea759e91bd5271,2024-06-17,2024-06-19,2024-06-20,,2026-09-13T15:08:13.941681+00:00,2024-06-20,,2024-06-20,2024-06-19,senate-2024,US_SENATE,NY,senate-2024-NY,LV,600,Online,62.05,37.95,2.57,1.31,24.107,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-NY-10-85,study-2024-NY-Marist-2024-08-12,1,Marist,none,synthetic://fixtures/polls,bb3d927d16b2df9f619d89b3b39601a8216b65dea881f05bd06d1ede9483a3f6,2024-08-08,2024-08-12,2024-08-12,,2026-09-13T15:08:13.941681+00:00,2024-08-12,,2024-08-12,2024-08-12,senate-2024,US_SENATE,NY,senate-2024-NY,LV,600,Online,64.97,35.03,5.32,0.85,29.949,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-OH-0-138,study-2024-OH-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,ac0ab665139c3ba13830394367b242c8fbd8bf59e2bcf3f3cefc1b7fdd2a02b6,2024-09-28,2024-10-01,2024-10-02,,2026-09-13T15:08:13.941681+00:00,2024-10-02,,2024-10-02,2024-10-01,senate-2024,US_SENATE,OH,senate-2024-OH,LV,500,IVR/Online,46.97,53.03,3.13,1.11,-6.054,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
poll-2024-OH-1-110,study-2024-OH-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,3d4692028bce1b8e1f4cca8ceb9a9eeecc0f7a8d882ca3901418fb7ab15b27da,2024-09-27,2024-09-30,2024-10-01,,2026-09-13T15:08:13.941681+00:00,2024-10-01,,2024-10-01,2024-09-30,senate-2024,US_SENATE,OH,senate-2024-OH,LV,500,IVR/Online,47.59,52.41,4.85,0.56,-4.827,False,include,,fixtures-v1,2026-09-13T15:08:13.941681+00:00,
