poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes,geography_version_id,candidate_set_version,question_id,frame,recruitment,language,design_effect,leaners_included,multiway,questionnaire_hash,dem_candidate_id,dem_candidate_name,rep_candidate_id,rep_candidate_name,matchup_id,hypothetical,contest_kind,seat_name,election_stage
fte-81188-163830,fte-study-81188,1,co/efficient,nan,https://coefficient.org/arizonastatewide/,7df5c228daf57896f598323b051e9456dfcbecfad37460b346508f56f5117a8d,2022-10-20,2022-10-21,2022-10-21,,2026-09-19T19:38:33.035596+00:00,2022-10-21,,2022-10-21,2022-10-21,senate-2022,US_SENATE,AZ,senate-2022-AZ,LV,1111.0,IVR/Text,50.985,49.015,0.0,0.0,1.969,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20633|28668,163830,,,en,1.0,True,False,,20633,Mark Kelly,28668,Blake Masters,20633|28668,False,regular,Class III,general
fte-81189-163832,fte-study-81189,1,Change Research,nan,https://changeresearch.com/wp-content/uploads/2022/10/Franken-for-Iowa-_-Poll-Results-2022-10-19.pdf?emci=9016cc6b-7f51-ed11-819c-002248258e08&emdi=4a18036d-8051-ed11-819c-002248258e08&ceid=13225110,0d9c5eab5b4c17ca43fb1afbda1917715977a78d2e4f572934c35a0d4af07d80,2022-10-14,2022-10-18,2022-10-21,,2026-09-19T19:38:33.035596+00:00,2022-10-21,,2022-10-21,2022-10-18,senate-2022,US_SENATE,IA,senate-2022-IA,LV,1008.0,Text-to-Web/Online Ad,48.387,51.613,0.0,0.0,-3.226,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:30079|28661,163832,,,en,1.0,True,False,,30079,Michael Franken,28661,Chuck Grassley,30079|28661,False,regular,Class III,general
fte-81190-163833,fte-study-81190,1,Wick,nan,https://wickinsights.com/predicting2022-part-4/,07c3a0f6b22daf2afc4e0ed5badc474692f46a66eb0a7ddc55b8ffc5e2dedf58,2022-10-08,2022-10-13,2022-10-22,,2026-09-19T19:38:33.035596+00:00,2022-10-22,,2022-10-22,2022-10-13,senate-2022,US_SENATE,PA,senate-2022-PA,LV,1013.0,IVR/Text-to-Web,47.599,52.401,0.0,0.0,-4.803,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20700|28740,163833,,,en,1.0,True,False,,20700,John Fetterman,28740,Mehmet Oz,20700|28740,False,regular,Class III,general
fte-81191-163834,fte-study-81191,1,Wick,nan,https://wickinsights.com/predicting2022-part-4/,35c0e1f4943c16ec894f59b2eb70bf270aadd08c7a2a744a8e17961bfedf101d,2022-10-08,2022-10-13,2022-10-22,,2026-09-19T19:38:33.035596+00:00,2022-10-22,,2022-10-22,2022-10-13,senate-2022,US_SENATE,GA,senate-2022-GA,LV,1018.0,IVR/Text-to-Web,50.0,50.0,0.0,0.0,0.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19086|19088,163834,,,en,1.0,True,False,,19086,Raphael Warnock,19088,Herschel Junior Walker,19086|19088,False,regular,Class III,general
fte-81192-163835,fte-study-81192,1,Wick,nan,https://wickinsights.com/predicting2022-part-4/,542959534751ac25de0f37919942833aa5f7ff60c00f33863ec582342fea301e,2022-10-08,2022-10-13,2022-10-22,,2026-09-19T19:38:33.035596+00:00,2022-10-22,,2022-10-22,2022-10-13,senate-2022,US_SENATE,AZ,senate-2022-AZ,LV,1000.0,IVR/Text-to-Web,51.312,48.688,0.0,0.0,2.623,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20633|28668,163835,,,en,1.0,True,False,,20633,Mark Kelly,28668,Blake Masters,20633|28668,False,regular,Class III,general
fte-81193-163836,fte-study-81193,1,Wick,nan,https://wickinsights.com/predicting2022-part-4/,2b5537ca615cdfa42ebc4e50b40a011c7fbe6afcedad74f8d9a17c1cbf9c187a,2022-10-08,2022-10-13,2022-10-22,,2026-09-19T19:38:33.035596+00:00,2022-10-22,,2022-10-22,2022-10-13,senate-2022,US_SENATE,NC,senate-2022-NC,LV,1009.0,IVR/Text-to-Web,47.578,52.422,0.0,0.0,-4.844,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28722|28723,163836,,,en,1.0,True,False,,28722,Cheri Beasley,28723,Ted Budd,28722|28723,False,regular,Class III,general
fte-81197-163857,fte-study-81197,1,Data for Progress,nan,https://www.filesforprogress.org/datasets/2022/10/dfp_oregon_october18_2022_tabs.pdf,e843e7ea95cd0051c259f59f7854402bfd2d750d3e88875bc29706e3da9c4fac,2022-10-16,2022-10-18,2022-10-22,,2026-09-19T19:38:33.035596+00:00,2022-10-22,,2022-10-22,2022-10-18,senate-2022,US_SENATE,OR,senate-2022-OR,LV,1021.0,Online Opt-In Panel/Text-to-Web,56.044,43.956,0.0,0.0,12.088,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:29288|30317,163857,,,en,1.0,True,False,,29288,Ron Wyden,30317,Jo Rae Perkins,29288|30317,False,regular,Class III,general
fte-81200-163871,fte-study-81200,1,Data for Progress,nan,https://www.filesforprogress.org/datasets/2022/10/dfp_ga_midterm_tabs.pdf,9749f411f1262b8c997e7f7391d56dfd80b2dcd2392bfc7731d88dfee44e5cb8,2022-10-13,2022-10-17,2022-10-23,,2026-09-19T19:38:33.035596+00:00,2022-10-23,,2022-10-23,2022-10-17,senate-2022,US_SENATE,GA,senate-2022-GA,LV,984.0,Online Opt-In Panel/Text-to-Web,50.526,49.474,0.0,0.0,1.053,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19086|19088,163871,,,en,1.0,True,False,,19086,Raphael Warnock,19088,Herschel Junior Walker,19086|19088,False,regular,Class III,general
fte-81201-163872,fte-study-81201,1,Data for Progress,nan,https://www.filesforprogress.org/datasets/2022/10/dfp_oh_midterm_tabs.pdf,f35ca543e4fefb987d55c111ecc7d640c133e2b6b18c33f9a1d3204d5c6d405f,2022-10-07,2022-10-12,2022-10-23,,2026-09-19T19:38:33.035596+00:00,2022-10-23,,2022-10-23,2022-10-12,senate-2022,US_SENATE,OH,senate-2022-OH,LV,1016.0,Online Opt-In Panel/Text-to-Web,48.421,51.579,0.0,0.0,-3.158,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19168|19167,163872,,,en,1.0,True,False,,19168,Tim Ryan,19167,JD Vance,19168|19167,False,regular,Class III,general
fte-81203-163870,fte-study-81203,1,InsiderAdvantage,Center for American Greatness,https://amgreatness.com/2022/10/23/poll-republicans-lexalt-and-lombardo-leading-democrats-in-nevada-senate-and-gubernatorial-races/,7dc18a6dc6872104632fff147843d8dc1493d38087f037f971da4d244e0112c8,2022-10-20,2022-10-20,2022-10-23,,2026-09-19T19:38:33.035596+00:00,2022-10-23,,2022-10-23,2022-10-20,senate-2022,US_SENATE,NV,senate-2022-NV,LV,550.0,Text,48.995,51.005,0.0,0.0,-2.011,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28593|28594,163870,,,en,1.0,True,False,,28593,Catherine Cortez Masto,28594,Adam Paul Laxalt,28593|28594,False,regular,Class III,general
fte-81204-163873,fte-study-81204,1,Cygnal,nan,https://www.cygn.al/cygnal-momentum-tracking-poll-ohio-statewide-10-23-22/,5acfa4679086be9c6836cd624eadfedc5d48f39ac4f0f64bb083852257f53146,2022-10-18,2022-10-22,2022-10-23,,2026-09-19T19:38:33.035596+00:00,2022-10-23,,2022-10-23,2022-10-22,senate-2022,US_SENATE,OH,senate-2022-OH,LV,1547.0,IVR/Online Opt-In Panel/Text-to-Web,48.004,51.996,0.0,0.0,-3.991,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19168|19167,163873,,,en,1.0,True,False,,19168,Tim Ryan,19167,JD Vance,19168|19167,False,regular,Class III,general
fte-81208-163899,fte-study-81208,1,Marist,nan,https://maristpoll.marist.edu/polls/the-2022-elections-in-ohio-2/,ff33f0c6b978aa5487d1b17d9e8e9fa195a5ca7d6c702b377c48155e6c3fa312,2022-10-17,2022-10-20,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-20,senate-2022,US_SENATE,OH,senate-2022-OH,RV,1141.0,Live Phone/Online Opt-In Panel/Text,49.451,50.549,0.0,0.0,-1.099,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19168|19167,163899,,,en,1.0,True,False,,19168,Tim Ryan,19167,JD Vance,19168|19167,False,regular,Class III,general
fte-81211-163900,fte-study-81211,1,Siena-NYT,Spectrum News,https://myemail.constantcontact.com/Spectrum-News-Siena-Poll-of-Ohio-Likely-Voters.html?soid=1121049327817&aid=atx1ramlYQo,967f1cccd8a79b29749eca55f06cfa7a12e0cdc3ed2ef08ca37572aa505b2d5f,2022-10-14,2022-10-19,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-19,senate-2022,US_SENATE,OH,senate-2022-OH,LV,644.0,Live Phone,50.0,50.0,0.0,0.0,0.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19168|19167,163900,,,en,1.0,True,False,,19168,Tim Ryan,19167,JD Vance,19168|19167,False,regular,Class III,general
fte-81215-163913,fte-study-81215,1,Alaska Survey Research,nan,https://projects.fivethirtyeight.com/polls/20221027_AK_ASR.pdf,826c03f8a2967026c82a92886e96242df4ab4e1fce1fd4c0e6528462016396a1,2022-10-19,2022-10-22,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-22,senate-2022,US_SENATE,AK,senate-2022-AK,LV,1276.0,Text-to-Web,28.671,71.329,0.0,0.0,-42.657,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:30151|21152,163913,,,en,1.0,True,False,,30151,Patricia R. Chesbro,21152,Lisa Murkowski,30151|21152,False,regular,Class III,general
fte-81215-163914,fte-study-81215,1,Alaska Survey Research,nan,https://projects.fivethirtyeight.com/polls/20221027_AK_ASR.pdf,c763aaadd720f4090d1fcba8f70d49ea1c6099efb0b097385be85cdde6cdeabd,2022-10-19,2022-10-22,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-22,senate-2022,US_SENATE,AK,senate-2022-AK,LV,1276.0,Text-to-Web,28.596,71.404,0.0,0.0,-42.809,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:30151|21152,163914,,,en,1.0,True,False,,30151,Patricia R. Chesbro,21152,Lisa Murkowski,30151|21152,False,regular,Class III,general
fte-81216-163916,fte-study-81216,1,CNN-SSRS,nan,https://www.cnn.com/2022/10/24/politics/cnn-poll-governor-races/index.html,e9dcc73dc50c83559ec0257643d0f8696a1a38df3ad667c5fad35f47da646cc6,2022-10-13,2022-10-17,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-17,senate-2022,US_SENATE,PA,senate-2022-PA,RV,901.0,Live Phone/Probability Panel,55.914,44.086,0.0,0.0,11.828,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20700|28740,163916,,,en,1.0,True,False,,20700,John Fetterman,28740,Mehmet Oz,20700|28740,False,regular,Class III,general
fte-81216-163917,fte-study-81216,1,CNN-SSRS,nan,https://www.cnn.com/2022/10/24/politics/cnn-poll-governor-races/index.html,e6b56d6f4bc441ae406b4f290a2f6afb3bf92c5736305e2069ee36e3cf2ba715,2022-10-13,2022-10-17,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-17,senate-2022,US_SENATE,PA,senate-2022-PA,LV,703.0,Live Phone/Probability Panel,53.125,46.875,0.0,0.0,6.25,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20700|28740,163917,,,en,1.0,True,False,,20700,John Fetterman,28740,Mehmet Oz,20700|28740,False,regular,Class III,general
fte-81217-163918,fte-study-81217,1,CNN-SSRS,nan,https://www.cnn.com/2022/10/24/politics/cnn-poll-governor-races/index.html,5dbbd1b133bf6ca7bd07b2ec89ada719cd7282814e597e32197c2f461dbdf866,2022-10-13,2022-10-17,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-17,senate-2022,US_SENATE,WI,senate-2022-WI,RV,905.0,Live Phone/Probability Panel,51.613,48.387,0.0,0.0,3.226,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28662|19211,163918,,,en,1.0,True,False,,28662,Mandela Barnes,19211,Ron Johnson,28662|19211,False,regular,Class III,general
fte-81217-163919,fte-study-81217,1,CNN-SSRS,nan,https://www.cnn.com/2022/10/24/politics/cnn-poll-governor-races/index.html,94ec6e4f95c44c5f53bf392da33864b15e81ab45ca0c0d5e0182fc8540b2860b,2022-10-13,2022-10-17,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-17,senate-2022,US_SENATE,WI,senate-2022-WI,LV,714.0,Live Phone/Probability Panel,49.495,50.505,0.0,0.0,-1.01,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28662|19211,163919,,,en,1.0,True,False,,28662,Mandela Barnes,19211,Ron Johnson,28662|19211,False,regular,Class III,general
fte-81218-163920,fte-study-81218,1,Quinnipiac,nan,https://poll.qu.edu/poll-release?releaseid=3860,f6ff81b28217525fb26003104172470ed14ea5a5d3ecd0ad350b371e55cfa23b,2022-10-19,2022-10-23,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-23,senate-2022,US_SENATE,CT,senate-2022-CT,LV,1879.0,Live Phone,57.732,42.268,0.0,0.0,15.464,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:29278|30165,163920,,,en,1.0,True,False,,29278,Richard Blumenthal,30165,Leora R. Levy,29278|30165,False,regular,Class III,general
fte-81222-163939,fte-study-81222,1,KAConsulting LLC,Citizens United,https://www.scribd.com/document/602633819/Citizens-United-Washington-Statewide-Analysis-Report-10-23-22,1399b9d0f0a67e729612de193108a8d53932b559ff0452023467d7a2fb0d0ee9,2022-10-20,2022-10-22,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-22,senate-2022,US_SENATE,WA,senate-2022-WA,LV,500.0,IVR/Live Phone,53.333,46.667,0.0,0.0,6.667,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20850|20851,163939,,,en,1.0,True,False,,20850,Patty Murray,20851,Tiffany Smiley,20850|20851,False,regular,Class III,general
fte-81224-163941,fte-study-81224,1,InsiderAdvantage,Center for American Greatness,https://amgreatness.com/2022/10/24/republican-don-bolduc-in-dead-heat-with-democrat-maggie-hassan-in-new-hampshire-u-s-senate-race/,0716d486a9a376c579a8089df53e22795a2fba6e7a4405399767cacf3d0838d0,2022-10-23,2022-10-23,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-23,senate-2022,US_SENATE,NH,senate-2022-NH,LV,600.0,Text,50.264,49.736,0.0,0.0,0.528,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:18225|18228,163941,,,en,1.0,True,False,,18225,Maggie Hassan,18228,Donald C. Bolduc,18225|18228,False,regular,Class III,general
fte-81225-163942,fte-study-81225,1,Rasmussen,nan,https://www.rasmussenreports.com/public_content/politics/elections/election_2022/democrats_lead_in_pennsylvania_governor_senate_races,c4e070e710aff0eaa79e099397f2b62a9d357a68c5ecae9927e3b801380881cf,2022-10-19,2022-10-20,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-20,senate-2022,US_SENATE,PA,senate-2022-PA,LV,972.0,IVR/Online Opt-In Panel,51.136,48.864,0.0,0.0,2.273,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20700|28740,163942,,,en,1.0,True,False,,20700,John Fetterman,28740,Mehmet Oz,20700|28740,False,regular,Class III,general
fte-81229-163949,fte-study-81229,1,Susquehanna,The Federalist,https://www.scribd.com/document/602578830/Toplines-AZStatewide-Oct2022,d4856ce7395b6478e0b9959789510712356212a78a3202ae9a4894c5c6e1910f,2022-10-14,2022-10-18,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-18,senate-2022,US_SENATE,AZ,senate-2022-AZ,LV,600.0,Live Phone,51.735,48.265,0.0,0.0,3.471,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20633|28668,163949,,,en,1.0,True,False,,20633,Mark Kelly,28668,Blake Masters,20633|28668,False,regular,Class III,general
fte-81231-163954,fte-study-81231,1,Emerson,7News/WHDH,https://emersoncollegepolling.com/bolduc-gains-on-hassan-in-us-senate-election/,a15dbad0efa1290ed92c8bf0f8743bbd9269fc48da08f53572e2d03bbc662447,2022-10-18,2022-10-19,2022-10-24,,2026-09-19T19:38:33.035596+00:00,2022-10-24,,2022-10-24,2022-10-19,senate-2022,US_SENATE,NH,senate-2022-NH,LV,727.0,IVR/Online Opt-In Panel/Text-to-Web/Email,52.16,47.84,0.0,0.0,4.32,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:18225|18228,163954,,,en,1.0,True,False,,18225,Maggie Hassan,18228,Donald C. Bolduc,18225|18228,False,regular,Class III,general
fte-81232-163957,fte-study-81232,1,Trafalgar Group,The Daily Wire,https://www.dailywire.com/news/exclusive-trafalgar-daily-wire-poll-has-georgia-dems-seeing-red-as-walker-kemp-surge,09b19dfd3935c34622c507d7fc07abbaafd727a9bbd94e3a71dc6de68f0c3755,2022-10-21,2022-10-23,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-23,senate-2022,US_SENATE,GA,senate-2022-GA,LV,1076.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,48.742,51.258,0.0,0.0,-2.516,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19086|19088,163957,,,en,1.0,True,False,,19086,Raphael Warnock,19088,Herschel Junior Walker,19086|19088,False,regular,Class III,general
fte-81233-163959,fte-study-81233,1,University of Massachusetts Lowell-YouGov,CBS News,https://www.cbsnews.com/news/cbs-poll-pennsylvania-senate-2022-10-24/,7e314da1c2315ed1de7496147373bc4f5ebc7a82985ccd19430abbd5c6d4411b,2022-10-21,2022-10-24,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-24,senate-2022,US_SENATE,PA,senate-2022-PA,LV,1084.0,Online Matched Sample,51.0,49.0,0.0,0.0,2.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20700|28740,163959,,,en,1.0,True,False,,20700,John Fetterman,28740,Mehmet Oz,20700|28740,False,regular,Class III,general
fte-81234-163960,fte-study-81234,1,Phillips Academy,Abbot Academy Fund,https://andoverpoll.com/2022/10/25/democrats-retake-lead-in-nevada/,7205300d94727c392d9fab07c7f69de0553d4ade9eae1c14a34c28c01200735c,2022-10-22,2022-10-23,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-23,senate-2022,US_SENATE,NV,senate-2022-NV,LV,1052.0,Text,50.884,49.116,0.0,0.0,1.769,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28593|28594,163960,,,en,1.0,True,False,,28593,Catherine Cortez Masto,28594,Adam Paul Laxalt,28593|28594,False,regular,Class III,general
fte-81242-164047,fte-study-81242,1,Emerson,The Hill | WTNH,https://emersoncollegepolling.com/connecticut-2022-incumbents-blumenthal-lamont-maintain-leads-ahead-of-midterm-elections/,838c80a6fd327c9410f2023d6cc9e342199d71c0fa97282ca6b182fefd1af341,2022-10-19,2022-10-21,2022-10-26,,2026-09-19T19:38:33.035596+00:00,2022-10-26,,2022-10-26,2022-10-21,senate-2022,US_SENATE,CT,senate-2022-CT,LV,1000.0,IVR/Online Opt-In Panel/Text-to-Web/Email,56.426,43.574,0.0,0.0,12.853,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:29278|30165,164047,,,en,1.0,True,False,,29278,Richard Blumenthal,30165,Leora R. Levy,29278|30165,False,regular,Class III,general
fte-81244-163978,fte-study-81244,1,East Carolina University,nan,https://surveyresearch-ecu.reportablenews.com/pr/georgia-warnock-up-two-points-on-walker-49-47-kemp-leads-abrams-51-44,4f8d4d4ee489552dc52c7263bf55c5ee0df9c0ba579020e8335595674e8a12f3,2022-10-13,2022-10-18,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-18,senate-2022,US_SENATE,GA,senate-2022-GA,LV,905.0,IVR/Online Opt-In Panel/Text-to-Web,51.155,48.845,0.0,0.0,2.311,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19086|19088,163978,,,en,1.0,True,False,,19086,Raphael Warnock,19088,Herschel Junior Walker,19086|19088,False,regular,Class III,general
fte-81245-163981,fte-study-81245,1,Cygnal,nan,https://www.cygn.al/cygnal-momentum-tracking-poll-ohio-statewide-10-25-22/,4ffc06e9faf44e7810c87ba7c39e0b411a50ca9372d92278f06f96e957a55ddf,2022-10-20,2022-10-24,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-24,senate-2022,US_SENATE,OH,senate-2022-OH,LV,1886.0,IVR/Online Opt-In Panel/Text-to-Web,47.784,52.216,0.0,0.0,-4.432,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:19168|19167,163981,,,en,1.0,True,False,,19168,Tim Ryan,19167,JD Vance,19168|19167,False,regular,Class III,general
fte-81254-164018,fte-study-81254,1,Cygnal,John Locke Foundation,https://www.johnlocke.org/polls/budd-leads-beasley-in-the-closing-days/,7cecf6d8d9a50b44b80d6637e6ad01ea5df86dd251535c598a19ccf6aac5415e,2022-10-20,2022-10-22,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-22,senate-2022,US_SENATE,NC,senate-2022-NC,LV,600.0,Live Phone/Text-to-Web,47.889,52.111,0.0,0.0,-4.222,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28722|28723,164018,,,en,1.0,True,False,,28722,Cheri Beasley,28723,Ted Budd,28722|28723,False,regular,Class III,general
fte-81256-164021,fte-study-81256,1,BSP Research/Shaw & Company,Univision,https://www.univision.com/univision-news/politics/midterm-elections-nevada-senate-governor-hispanic-voters-univision-poll,6358035820ff7d86426026fc17e1aff316f59256b44ac11b7a378018b1ea2ef8,2022-10-12,2022-10-19,2022-10-25,,2026-09-19T19:38:33.035596+00:00,2022-10-25,,2022-10-25,2022-10-19,senate-2022,US_SENATE,NV,senate-2022-NV,RV,1000.0,Live Phone/Online Opt-In Panel/Text-to-Web,51.163,48.837,0.0,0.0,2.326,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28593|28594,164021,,,en,1.0,True,False,,28593,Catherine Cortez Masto,28594,Adam Paul Laxalt,28593|28594,False,regular,Class III,general
fte-81256-164583,fte-study-81256,1,BSP Research/Shaw & Company,Univision,https://www.univision.com/univision-news/politics/midterm-elections-nevada-senate-governor-hispanic-voters-univision-poll,dbbb9dff04253089d1907be3d05e63cfcf7537d17fd9156335a62fa4d09b81c2,2022-10-12,2022-10-19,2022-11-01,,2026-09-19T19:38:33.035596+00:00,2022-11-01,,2022-11-01,2022-10-19,senate-2022,US_SENATE,NV,senate-2022-NV,LV,721.0,Live Phone/Online Opt-In Panel/Text-to-Web,51.087,48.913,0.0,0.0,2.174,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28593|28594,164583,,,en,1.0,True,False,,28593,Catherine Cortez Masto,28594,Adam Paul Laxalt,28593|28594,False,regular,Class III,general
fte-81261-164046,fte-study-81261,1,Marist,nan,https://maristpoll.marist.edu/polls/the-2022-election-in-north-carolina/,7804511230e4782eb1fb5f09ce518008436dadbfcaae08bdc5703c89e53378f7,2022-10-17,2022-10-20,2022-10-26,,2026-09-19T19:38:33.035596+00:00,2022-10-26,,2022-10-26,2022-10-20,senate-2022,US_SENATE,NC,senate-2022-NC,RV,1130.0,Live Phone/Online Opt-In Panel/Text,50.0,50.0,0.0,0.0,0.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:28722|28723,164046,,,en,1.0,True,False,,28722,Cheri Beasley,28723,Ted Budd,28722|28723,False,regular,Class III,general
fte-81262-164048,fte-study-81262,1,U. North Florida,nan,https://www.unf.edu/coas/porl/_files/polls/statewide/UNF-Oct-Statewide-22.pdf,28f608a0d114071d2ccd1e88f091b373a1d817cc1fd91380b0a1a8f0390c1219,2022-10-17,2022-10-24,2022-10-26,,2026-09-19T19:38:33.035596+00:00,2022-10-26,,2022-10-26,2022-10-24,senate-2022,US_SENATE,FL,senate-2022-FL,LV,622.0,Live Phone,44.33,55.67,0.0,0.0,-11.34,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:25620|25621,164048,,,en,1.0,True,False,,25620,Val Demings,25621,Marco Rubio,25620|25621,False,regular,Class III,general
fte-81269-164138,fte-study-81269,1,Data for Progress,nan,https://www.filesforprogress.org/datasets/2022/10/dfp_az_midterm_tabs.pdf,35592b27e333656a5aa9ff4fe28fe64970208a73ac68ab297b43a09176a37d9d,2022-10-11,2022-10-17,2022-10-26,,2026-09-19T19:38:33.035596+00:00,2022-10-26,,2022-10-26,2022-10-17,senate-2022,US_SENATE,AZ,senate-2022-AZ,LV,893.0,Online Opt-In Panel/Text-to-Web,50.0,50.0,0.0,0.0,0.0,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:20633|28668,164138,,,en,1.0,True,False,,20633,Mark Kelly,28668,Blake Masters,20633|28668,False,regular,Class III,general
fte-81270-164139,fte-study-81270,1,Data for Progress,nan,https://www.filesforprogress.org/datasets/2022/10/dfp_fl_midterm_tabs.pdf,6344f49e4643b7fbb20d61a86f2f34614ae476fe7f04ed5fb053d1cd48b1a051,2022-10-19,2022-10-23,2022-10-26,,2026-09-19T19:38:33.035596+00:00,2022-10-26,,2022-10-26,2022-10-23,senate-2022,US_SENATE,FL,senate-2022-FL,LV,1251.0,Online Opt-In Panel/Text-to-Web,46.316,53.684,0.0,0.0,-7.368,False,include,,fte-senate-polls-v2,2026-09-19T19:38:33.035596+00:00,,state-usps-v1,fte:25620|25621,164139,,,en,1.0,True,False,,25620,Val Demings,25621,Marco Rubio,25620|25621,False,regular,Class III,general
